311.171875 , 0.0
113.546875 , 0.0
121.5 , 0.0
122.8125 , 0.0
141.359375 , 0.0
142.671875 , 0.0
271.140625 , 387.75
272.453125 , 382.75
273.828125 , 380.0
279.234375 , 0.0
280.578125 , 0.0
277.28125 , 412.25
283.203125 , 0.0
284.53125 , 0.0
281.015625 , 487.25
282.15625 , 468.25
283.875 , 442.0
285.5625 , 404.75
286.84375 , 400.75
288.3125 , 399.0
289.484375 , 397.75
290.65625 , 396.75
292.0625 , 397.5
293.21875 , 401.75
294.625 , 417.25
295.953125 , 430.25
297.046875 , 445.5
298.28125 , 463.0
299.453125 , 477.5
300.703125 , 490.5
302.015625 , 504.0
303.375 , 519.25
304.640625 , 526.75
305.875 , 536.0
307.0625 , 546.5
308.46875 , 553.5
309.609375 , 573.25
310.859375 , 556.75
312.40625 , 551.75
313.78125 , 541.0
315.09375 , 531.0
316.375 , 528.5
317.765625 , 532.5
319.234375 , 523.25
320.546875 , 524.25
321.78125 , 525.5
322.984375 , 549.75
331.0 , 0.0
0.125 , 0.0
1.453125 , 0.0
37.4375 , 167.0
53.140625 , 0.0
62.4375 , 0.0
114.078125 , 0.0
123.34375 , 0.0
141.875 , 0.0
143.1875 , 0.0
270.140625 , 387.75
271.359375 , 385.75
272.84375 , 382.25
274.390625 , 378.0
279.703125 , 0.0
281.03125 , 0.0
277.890625 , 412.25
283.625 , 0.0
284.9375 , 0.0
281.125 , 481.75
282.921875 , 460.0
284.390625 , 432.0
286.125 , 402.5
287.015625 , 399.25
288.703125 , 398.25
289.78125 , 397.5
291.0625 , 396.75
292.703125 , 397.5
293.625 , 405.25
295.125 , 421.0
296.078125 , 435.5
297.53125 , 451.25
298.4375 , 468.25
299.984375 , 480.25
301.265625 , 493.5
302.234375 , 508.5
303.75 , 523.0
304.96875 , 529.0
306.265625 , 539.0
307.515625 , 549.25
308.609375 , 574.5
310.046875 , 567.25
311.5 , 554.25
312.671875 , 552.0
314.171875 , 535.0
315.625 , 528.75
316.734375 , 528.5
318.328125 , 528.0
319.578125 , 523.5
321.015625 , 524.25
322.078125 , 529.0
331.4375 , 0.0
347.390625 , 0.0
348.71875 , 0.0
60.28125 , 0.0
113.359375 , 0.0
121.3125 , 0.0
122.640625 , 0.0
143.8125 , 0.0
270.75 , 387.75
272.515625 , 383.25
273.625 , 380.25
279.109375 , 0.0
280.4375 , 0.0
277.25 , 412.25
283.03125 , 0.0
284.359375 , 0.0
280.671875 , 490.25
282.171875 , 471.5
283.765625 , 444.75
285.5 , 408.0
286.5625 , 401.0
287.78125 , 399.5
289.5 , 397.5
290.484375 , 396.75
292.109375 , 397.5
293.21875 , 401.5
294.5 , 415.5
295.625 , 428.5
296.84375 , 442.5
298.0625 , 461.75
299.4375 , 475.5
300.515625 , 488.25
301.65625 , 502.25
303.078125 , 515.75
304.265625 , 526.75
305.515625 , 535.0
306.9375 , 546.0
308.09375 , 551.5
309.34375 , 578.75
310.6875 , 559.5
312.046875 , 552.5
313.578125 , 543.25
314.875 , 534.25
316.21875 , 528.75
317.65625 , 532.25
319.046875 , 526.25
320.25 , 526.5
321.671875 , 525.0
322.890625 , 541.75
330.765625 , 0.0
37.25 , 168.0
60.890625 , 0.0
113.9375 , 0.0
123.21875 , 0.0
141.71875 , 0.0
143.03125 , 0.0
270.296875 , 387.5
271.703125 , 385.5
272.96875 , 381.75
274.4375 , 378.0
279.640625 , 0.0
280.96875 , 0.0
277.90625 , 412.5
283.59375 , 0.0
284.921875 , 0.0
281.375 , 482.0
282.671875 , 461.25
284.40625 , 433.75
285.84375 , 403.75
287.328125 , 401.25
288.34375 , 398.25
290.140625 , 397.25
291.015625 , 396.75
292.71875 , 397.75
294.015625 , 405.5
295.109375 , 421.75
296.15625 , 435.5
297.296875 , 451.75
298.46875 , 468.75
299.84375 , 481.5
301.1875 , 494.5
302.5 , 507.25
303.6875 , 523.0
304.984375 , 530.0
306.140625 , 540.0
307.484375 , 548.75
308.71875 , 565.5
310.140625 , 567.25
311.375 , 555.25
312.65625 , 552.75
314.265625 , 537.0
315.671875 , 529.0
316.734375 , 531.75
318.21875 , 528.5
319.609375 , 525.75
320.796875 , 526.25
322.03125 , 530.0
331.390625 , 0.0
349.953125 , 0.0
0.546875 , 0.0
1.859375 , 0.0
37.890625 , 165.0
52.3125 , 0.0
60.28125 , 0.0
61.609375 , 0.0
113.390625 , 0.0
121.3125 , 0.0
122.640625 , 0.0
143.828125 , 0.0
271.078125 , 387.75
272.421875 , 382.0
273.90625 , 380.0
279.125 , 0.0
280.453125 , 0.0
277.53125 , 410.75
283.03125 , 0.0
284.359375 , 0.0
280.78125 , 490.0
282.125 , 471.5
283.453125 , 445.0
285.34375 , 409.0
286.40625 , 401.25
288.125 , 400.75
289.140625 , 398.0
290.828125 , 396.75
292.0625 , 397.5
293.125 , 401.25
294.34375 , 415.5
295.53125 , 428.0
296.96875 , 443.75
298.03125 , 462.25
299.265625 , 475.75
300.390625 , 487.75
301.875 , 501.75
303.0625 , 516.75
304.34375 , 526.25
305.46875 , 534.0
306.8125 , 545.75
308.234375 , 549.25
309.40625 , 579.0
310.59375 , 559.75
311.984375 , 553.0
313.484375 , 543.5
314.890625 , 534.0
316.28125 , 528.5
317.59375 , 531.5
318.78125 , 525.25
320.25 , 526.0
