-0.0 , -0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
0.0 , -0.0
127.8248856560265 , -277.4726087508887
0.0 , -0.0
43.18364579357691 , 953.2723824993436
-0.0 , 0.0
-0.0 , 0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
131.64255317093324 , -272.3536087417202
41.874611870722575 , 959.0862927185835
-0.0 , 0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
129.21384128119232 , -275.7245604246362
38.1927101944039 , 958.7395719839701
9.13190415266829 , 816.6989474871059
-0.0 , 0.0
-0.0 , -0.0
-0.0 , -0.0
0.0 , -0.0
133.2947408440705 , -274.0530506367555
58.086985260796084 , 953.98320983302
34.04620133247151 , 945.3871461865921
7.964300312262721 , 811.2109050182548
-0.0 , 0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
54.68645236195596 , 958.4411259582216
29.169146358000212 , 929.7925700933222
2.4350715390648796 , 811.7463476521466
-0.0 , 0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
51.70229606772776 , 966.3679087600773
26.2451422760978 , 925.127797932214
0.6602252574550169 , 806.9997299272221
-0.0 , 0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , 0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
0.0 , -0.0
44.614432132696066 , 950.4534720045359
-0.0 , 0.0
-0.0 , 0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
-0.0 , -0.0
